scenario_id,risk_level,infection_source,candidate_name,expected_utility,survival_mean,time_to_stability_mean,organ_preservation_mean,adverse_event_rate,chosen_by_rl,chosen_by_baseline
scn_000474,CRITICAL,pulmonary,Early Vasopressor + Fluids,0.5035807564552641,0.3595675385957594,3.0,75.22682219853901,0.0,0,0
scn_000474,CRITICAL,pulmonary,Colloid-Based Resuscitation,0.499823996784813,0.35642102442218687,3.0,73.98092142100057,0.0,0,0
scn_000474,CRITICAL,pulmonary,Aggressive Fluid-First,0.4877656617227517,0.35642102442218687,3.5,74.27536471295973,0.0,1,0
scn_000474,CRITICAL,pulmonary,Conservative Fluid + Early Antibiotics,0.4856120539439359,0.362714052769332,3.66,72.98908152155782,0.0,0,0
scn_000092,MODERATE,pulmonary,Colloid-Based Resuscitation,0.890537975094242,0.9899999999999999,3.0,81.02531672949479,0.0,0,1
scn_000092,MODERATE,pulmonary,Aggressive Fluid-First,0.8787415121473423,0.9899999999999999,3.5,81.49434143156168,0.0,1,0
scn_000092,MODERATE,pulmonary,Staged Reassessment,0.8771335441442815,0.9899999999999999,3.5,80.4223627628544,0.0,0,0
scn_000092,MODERATE,pulmonary,Conservative Fluid + Early Antibiotics,0.8760397260971153,0.9899999999999999,3.5,79.69315073141033,0.0,0,0
scn_000004,LOW,bloodstream,Aggressive Fluid-First,0.8794603441490613,0.9899999999999999,3.5,81.97356276604093,0.0,1,1
scn_000004,LOW,bloodstream,Staged Reassessment,0.8782485995766673,0.9899999999999999,3.5,81.16573305111172,0.0,0,0
scn_000004,LOW,bloodstream,Conservative Fluid + Early Antibiotics,0.877333847427372,0.9899999999999999,3.5,80.55589828491476,0.0,0,0
scn_000014,LOW,skin_soft_tissue,Colloid-Based Resuscitation,0.8976343975779542,0.9899999999999999,3.0,85.75626505196954,0.0,0,1
scn_000014,LOW,skin_soft_tissue,Aggressive Fluid-First,0.8857887234083731,0.9899999999999999,3.5,86.19248227224884,0.0,1,0
scn_000014,LOW,skin_soft_tissue,Staged Reassessment,0.8844490529168498,0.9899999999999999,3.5,85.29936861123333,0.0,0,0
scn_000014,LOW,skin_soft_tissue,Conservative Fluid + Early Antibiotics,0.8834582370060629,0.9899999999999999,3.5,84.63882467070866,0.0,0,0
scn_000442,HIGH,intra_abdominal,Dual Vasopressor Strategy,0.5717533728004777,0.47244380998494917,3.0,75.52472453967209,0.0,0,1
scn_000442,HIGH,intra_abdominal,Aggressive Fluid-First,0.5491162151511106,0.46922160445902966,3.68,73.05550165046193,0.0,1,0
scn_000442,HIGH,intra_abdominal,Conservative Fluid + Early Antibiotics,0.5317934997656877,0.47566601551086907,4.45,71.7625936394442,0.0,0,0
scn_000210,HIGH,intra_abdominal,Dual Vasopressor Strategy,0.6156423399601545,0.5412302300253908,3.0,77.26946796328005,0.0,0,1
scn_000210,HIGH,intra_abdominal,Conservative Fluid + Early Antibiotics,0.5988202323655188,0.5444204992365854,3.52,73.44528854904509,0.0,0,0
scn_000210,HIGH,intra_abdominal,Aggressive Fluid-First,0.5971482800976594,0.5380399608141964,3.51,74.71620240609441,0.0,1,0
scn_000120,MODERATE,skin_soft_tissue,Conservative Fluid + Early Antibiotics,0.6461233840655847,0.6255179958253404,3.56,73.2083910469203,0.0,0,1
scn_000120,MODERATE,skin_soft_tissue,Aggressive Fluid-First,0.6456384618672757,0.6190811755266048,3.5,74.45983770087524,0.0,1,0
scn_000120,MODERATE,skin_soft_tissue,Staged Reassessment,0.6385714126997235,0.6094259450785018,3.51,73.77723043508163,0.0,0,0
scn_000104,MODERATE,urinary_tract,Conservative Fluid + Early Antibiotics,0.8221294720549724,0.903536008480512,3.5,78.33857797777682,0.0,0,1
scn_000104,MODERATE,urinary_tract,Aggressive Fluid-First,0.8210115440957936,0.8972008285584344,3.5,80.12736464048865,0.0,1,0
scn_000104,MODERATE,urinary_tract,Staged Reassessment,0.8137192060108865,0.8876980586753183,3.5,79.06691387046378,0.0,0,0
scn_000046,LOW,urinary_tract,Aggressive Fluid-First,0.8889482747604329,0.9899999999999999,3.5,88.29884984028877,0.0,1,1
scn_000046,LOW,urinary_tract,Staged Reassessment,0.8877076052104678,0.9899999999999999,3.5,87.47173680697864,0.0,0,0
scn_000046,LOW,urinary_tract,Conservative Fluid + Early Antibiotics,0.8867718312274535,0.9899999999999999,3.5,86.8478874849691,0.0,0,0
scn_000095,MODERATE,intra_abdominal,Aggressive Fluid-First,0.8774196408818394,0.989738533094295,3.5,80.71768068350828,0.0,1,1
scn_000095,MODERATE,intra_abdominal,Staged Reassessment,0.8755241968773247,0.9892928930034145,3.5,79.63230738351741,0.0,0,0
scn_000095,MODERATE,intra_abdominal,Conservative Fluid + Early Antibiotics,0.8747099018808215,0.9898216970453381,3.5,78.87792243574584,0.0,0,0
scn_000163,HIGH,pulmonary,Dual Vasopressor Strategy,0.5628697947636739,0.44206286946331913,3.0,81.754715390455,0.0,0,1
scn_000163,HIGH,pulmonary,Early Vasopressor + Fluids,0.5603878459470661,0.44206286946331913,3.0,80.10008284604976,0.0,0,0
scn_000163,HIGH,pulmonary,Colloid-Based Resuscitation,0.556572349076593,0.4388506886879687,3.0,78.84129057587458,0.0,0,0
scn_000163,HIGH,pulmonary,Conservative Fluid + Early Antibiotics,0.546437796717049,0.4452750502386697,3.5,77.84851104923143,0.0,0,0
scn_000163,HIGH,pulmonary,Aggressive Fluid-First,0.5445530793195916,0.4388506886879687,3.5,79.16177740454023,0.0,1,0
scn_000378,MODERATE,skin_soft_tissue,Aggressive Fluid-First,0.8770963676647833,0.9899999999999999,3.5,80.39757844318896,0.0,1,1
scn_000378,MODERATE,skin_soft_tissue,Staged Reassessment,0.8756157697720635,0.9899999999999999,3.5,79.41051318137576,0.0,0,0
scn_000378,MODERATE,skin_soft_tissue,Conservative Fluid + Early Antibiotics,0.8745663571236398,0.9899999999999999,3.5,78.71090474909334,0.0,0,0
scn_000057,LOW,pulmonary,Aggressive Fluid-First,0.8919820944387473,0.9899999999999999,3.5,90.32139629249833,0.0,1,1
scn_000057,LOW,pulmonary,Staged Reassessment,0.8906835422818651,0.9899999999999999,3.5,89.45569485457682,0.0,0,0
scn_000057,LOW,pulmonary,Conservative Fluid + Early Antibiotics,0.889715433202728,0.9899999999999999,3.5,88.81028880181873,0.0,0,0
scn_000198,HIGH,intra_abdominal,Dual Vasopressor Strategy,0.5580233384260609,0.4504786680816726,3.01,75.32409171803823,0.0,0,1
scn_000198,HIGH,intra_abdominal,Aggressive Fluid-First,0.5313480662602449,0.4473081768163656,3.85,72.80877344695037,0.0,1,0
scn_000198,HIGH,intra_abdominal,Conservative Fluid + Early Antibiotics,0.5175341813561882,0.4536491593469799,4.48,71.56312383200019,0.0,0,0
scn_000369,MODERATE,bloodstream,Colloid-Based Resuscitation,0.7930937831236966,0.8302971169469286,3.0,79.94367530369288,0.0,0,1
scn_000369,MODERATE,bloodstream,Conservative Fluid + Early Antibiotics,0.7815820680668439,0.8352996638089247,3.5,78.6015131876594,0.0,0,0
scn_000369,MODERATE,bloodstream,Aggressive Fluid-First,0.7810942037038181,0.8302971169469286,3.5,80.27728902377396,0.0,1,0
scn_000369,MODERATE,bloodstream,Staged Reassessment,0.7728341123228386,0.8190432966539345,3.5,79.27208955365198,0.0,0,0
scn_000067,MODERATE,intra_abdominal,Aggressive Fluid-First,0.8148117469468723,0.8858456431603519,3.5,80.5362407004409,0.0,1,1
scn_000067,MODERATE,intra_abdominal,Conservative Fluid + Early Antibiotics,0.7998188683546288,0.8651886508987491,3.5,78.80378521025297,0.0,0,0
scn_000067,MODERATE,intra_abdominal,Staged Reassessment,0.7985409819187119,0.8613311315527555,3.5,79.49486865803911,0.0,0,0
scn_000331,LOW,urinary_tract,Aggressive Fluid-First,0.8857103707360374,0.9899999999999999,3.5,86.1402471573584,0.0,1,1
scn_000331,LOW,urinary_tract,Staged Reassessment,0.8843960369822532,0.9899999999999999,3.5,85.2640246548356,0.0,0,0
scn_000331,LOW,urinary_tract,Conservative Fluid + Early Antibiotics,0.8834219483248109,0.9899999999999999,3.5,84.6146322165407,0.0,0,0
scn_000200,HIGH,urinary_tract,Dual Vasopressor Strategy,0.5559602836221953,0.44083252185095534,3.0,77.64051367441479,0.0,0,1
scn_000200,HIGH,urinary_tract,Early Vasopressor + Fluids,0.5535020056773551,0.44083252185095534,3.0,76.00166171118798,0.0,0,0
scn_000200,HIGH,urinary_tract,Conservative Fluid + Early Antibiotics,0.5395896307641103,0.4440123250575595,3.5,73.78815715304971,0.0,0,0
scn_000200,HIGH,urinary_tract,Aggressive Fluid-First,0.5376702204793932,0.4376527186443514,3.5,75.05239286185488,0.0,1,0
scn_000263,CRITICAL,bloodstream,Dual Vasopressor Strategy,0.4892882487374709,0.3298952081841413,3.0,77.56741588465738,0.0,0,1
scn_000263,CRITICAL,bloodstream,Early Vasopressor + Fluids,0.486867212278315,0.3298952081841413,3.0,75.95339157855345,0.0,0,0
scn_000263,CRITICAL,bloodstream,Colloid-Based Resuscitation,0.48314304397699337,0.32674007112666387,3.0,74.73266753399668,0.0,0,0
scn_000263,CRITICAL,bloodstream,Conservative Fluid + Early Antibiotics,0.4729765865704727,0.3330503452416187,3.5,73.76425295033432,0.0,0,0
scn_000263,CRITICAL,bloodstream,Aggressive Fluid-First,0.47108829936447993,0.32674007112666387,3.5,75.02950445898774,0.0,1,0
scn_000090,MODERATE,bloodstream,Conservative Fluid + Early Antibiotics,0.7842431442779526,0.8330212050478696,3.5,81.28694749948727,0.0,0,1
scn_000090,MODERATE,bloodstream,Aggressive Fluid-First,0.7830845091981626,0.826712425301825,3.5,83.03803601137844,0.0,1,0
scn_000090,MODERATE,bloodstream,Staged Reassessment,0.775859452684812,0.8172492556827581,3.5,82.00659951677154,0.0,0,0
scn_000492,CRITICAL,pulmonary,Dual Vasopressor Strategy,0.4914170387486628,0.33993248064522424,3.0,74.97170024101884,0.0,0,1
scn_000492,CRITICAL,pulmonary,Early Vasopressor + Fluids,0.4862237456293828,0.33993248064522424,3.11,73.34283816149886,0.0,0,0
scn_000492,CRITICAL,pulmonary,Colloid-Based Resuscitation,0.46572686730007823,0.33677636273350786,3.78,72.10736643998236,0.0,0,0
scn_000492,CRITICAL,pulmonary,Aggressive Fluid-First,0.45943785016454836,0.33677636273350786,4.05,72.4146883496291,0.0,1,0
scn_000492,CRITICAL,pulmonary,Conservative Fluid + Early Antibiotics,0.45004823292256996,0.3430885985569407,4.5,71.13004919227035,0.0,0,0
scn_000354,MODERATE,intra_abdominal,Colloid-Based Resuscitation,0.8942783877837464,0.9875228310425156,3.0,84.509792772158,0.0,0,1
scn_000354,MODERATE,intra_abdominal,Aggressive Fluid-First,0.8822059223454015,0.9875228310425156,3.5,84.79481581326155,0.0,1,0
scn_000354,MODERATE,intra_abdominal,Conservative Fluid + Early Antibiotics,0.8805712192678736,0.9886528881183851,3.5,83.25299093122834,0.0,0,0
scn_000354,MODERATE,intra_abdominal,Staged Reassessment,0.8785502610918725,0.9836941723821873,3.5,83.88917177504015,0.0,0,0
scn_000044,LOW,bloodstream,Aggressive Fluid-First,0.8795209990344729,0.9899999999999999,3.5,82.01399935631538,0.0,1,1
scn_000044,LOW,bloodstream,Staged Reassessment,0.8781948438963129,0.9899999999999999,3.5,81.12989593087536,0.0,0,0
scn_000044,LOW,bloodstream,Conservative Fluid + Early Antibiotics,0.877263448170714,0.9899999999999999,3.5,80.50896544714281,0.0,0,0
scn_000355,MODERATE,urinary_tract,Conservative Fluid + Early Antibiotics,0.8296587682672263,0.9247107289783577,3.5,74.88822058680776,0.0,0,1
scn_000355,MODERATE,urinary_tract,Aggressive Fluid-First,0.8282737599699188,0.9183153069794676,3.5,76.52305052149227,0.0,1,0
scn_000355,MODERATE,urinary_tract,Staged Reassessment,0.8210703813864538,0.9087221739811322,3.5,75.55805133184967,0.0,0,0
scn_000204,HIGH,urinary_tract,Dual Vasopressor Strategy,0.5806630653023158,0.47446217752472286,3.0,80.6571725249881,0.0,0,1
scn_000204,HIGH,urinary_tract,Early Vasopressor + Fluids,0.5782150420325413,0.47446217752472286,3.0,79.02515701180504,0.0,0,0
scn_000204,HIGH,urinary_tract,Conservative Fluid + Early Antibiotics,0.5643516480467533,0.4777374979858997,3.5,76.80609950347569,0.0,0,0
scn_000204,HIGH,urinary_tract,Aggressive Fluid-First,0.5623585020773239,0.47118685706354596,3.5,78.09759189279752,0.0,1,0
scn_000283,CRITICAL,bloodstream,Dual Vasopressor Strategy,0.4306858582992842,0.27218976306158427,3.64,72.24800030822243,0.0,0,1
scn_000283,CRITICAL,bloodstream,Early Vasopressor + Fluids,0.4011522879118189,0.24129790258206193,3.98,70.58236424172114,0.0,0,0
scn_000283,CRITICAL,bloodstream,Aggressive Fluid-First,0.33597319826592664,0.15762679190671286,4.5,69.26474874793261,0.0,1,0
scn_000283,CRITICAL,bloodstream,Colloid-Based Resuscitation,0.32741712566944847,0.12377214921917896,4.0,68.76922409196075,0.0,0,0
scn_000283,CRITICAL,bloodstream,Conservative Fluid + Early Antibiotics,0.29782308904333366,0.09999999999999998,4.5,66.88205936222242,0.0,0,0
scn_000422,HIGH,skin_soft_tissue,Dual Vasopressor Strategy,0.5448988237096458,0.42222510399140306,3.0,77.70917420986935,0.0,0,1
scn_000422,HIGH,skin_soft_tissue,Early Vasopressor + Fluids,0.5424089981743788,0.42222510399140306,3.0,76.04929051969135,0.0,0,0
scn_000422,HIGH,skin_soft_tissue,Colloid-Based Resuscitation,0.5386184363275821,0.4190086538863661,3.0,74.80882933050836,0.0,0,0
scn_000422,HIGH,skin_soft_tissue,Conservative Fluid + Early Antibiotics,0.5284842811324663,0.4254415540964399,3.5,73.81289911640157,0.0,0,0
scn_000422,HIGH,skin_soft_tissue,Aggressive Fluid-First,0.5265270164596909,0.4190086538863661,3.5,75.08121608524752,0.0,1,0
scn_000039,LOW,skin_soft_tissue,Aggressive Fluid-First,0.8887767780754714,0.9899999999999999,3.5,88.18451871698102,0.0,1,1
scn_000039,LOW,skin_soft_tissue,Staged Reassessment,0.8873976390429553,0.9899999999999999,3.5,87.26509269530366,0.0,0,0
scn_000039,LOW,skin_soft_tissue,Conservative Fluid + Early Antibiotics,0.886422342973654,0.9899999999999999,3.5,86.61489531576945,0.0,0,0
scn_000192,HIGH,intra_abdominal,Dual Vasopressor Strategy,0.5536017787201688,0.42968500057449144,3.0,80.52718558364928,0.0,0,1
scn_000192,HIGH,intra_abdominal,Early Vasopressor + Fluids,0.5511679790596653,0.42968500057449144,3.0,78.904652476647,0.0,0,0
scn_000192,HIGH,intra_abdominal,Conservative Fluid + Early Antibiotics,0.5372108161014731,0.4328346058527676,3.5,76.67336839320836,0.0,0,0
scn_000192,HIGH,intra_abdominal,Aggressive Fluid-First,0.5354401679897819,0.4265353952962155,3.5,78.0126205413684,0.0,1,0
scn_000135,MODERATE,skin_soft_tissue,Conservative Fluid + Early Antibiotics,0.8369739901842479,0.9232288804860208,3.5,80.35777459509032,0.0,0,1
scn_000135,MODERATE,skin_soft_tissue,Aggressive Fluid-First,0.8356523816893731,0.9169094507175068,3.5,82.00447417257928,0.0,1,0
scn_000135,MODERATE,skin_soft_tissue,Staged Reassessment,0.8285032671169108,0.9074303060647363,3.5,81.03005565204604,0.0,0,0
scn_000414,HIGH,urinary_tract,Dual Vasopressor Strategy,0.5842733502204442,0.4901753018154769,3.0,76.77877942077208,0.0,0,1
scn_000414,HIGH,urinary_tract,Early Vasopressor + Fluids,0.5818425779715877,0.4901753018154769,3.0,75.15826458820102,0.0,0,0
scn_000414,HIGH,urinary_tract,Aggressive Fluid-First,0.5660646419110589,0.48701279387296437,3.5,74.23797705818683,0.0,1,0
scn_000414,HIGH,urinary_tract,Conservative Fluid + Early Antibiotics,0.5649340263600424,0.49333780975798935,3.62,72.95422700349921,0.0,0,0
scn_000098,MODERATE,pulmonary,Colloid-Based Resuscitation,0.8016883740949396,0.8474971265809601,3.0,78.79339876424245,0.0,0,1
scn_000098,MODERATE,pulmonary,Conservative Fluid + Early Antibiotics,0.7911213407642071,0.8538483226123634,3.5,77.54156479785948,0.0,0,0
scn_000098,MODERATE,pulmonary,Aggressive Fluid-First,0.789741207007691,0.8474971265809601,3.5,79.16195403941003,0.0,1,0
scn_000098,MODERATE,pulmonary,Staged Reassessment,0.7825972854002267,0.8379703325338552,3.5,78.21005725327574,0.0,0,0
scn_000160,HIGH,bloodstream,Dual Vasopressor Strategy,0.6219970317033514,0.5424083317992722,3.0,81.03468841585877,0.0,0,1
scn_000160,HIGH,bloodstream,Colloid-Based Resuscitation,0.6149432480315136,0.5377265335940281,3.0,78.20488525006452,0.0,0,0
scn_000160,HIGH,bloodstream,Conservative Fluid + Early Antibiotics,0.6047963713830382,0.5440901300045161,3.5,77.22819558688573,0.0,0,0
scn_000160,HIGH,bloodstream,Aggressive Fluid-First,0.6027938396813652,0.5377265335940281,3.5,78.43861301663227,0.0,1,0
scn_000123,MODERATE,skin_soft_tissue,Conservative Fluid + Early Antibiotics,0.7437610380289312,0.7823394825293937,3.5,74.57156567419666,0.0,0,1
scn_000123,MODERATE,skin_soft_tissue,Aggressive Fluid-First,0.7419157079042913,0.776065662912502,3.5,75.85087343786012,0.0,1,0
scn_000123,MODERATE,skin_soft_tissue,Staged Reassessment,0.7352225638970001,0.7666549334871638,3.5,75.1530692031346,0.0,0,0
scn_000464,CRITICAL,intra_abdominal,Dual Vasopressor Strategy,0.5080671578114294,0.41509983291565633,3.92,71.33817204135708,0.0,0,1
scn_000464,CRITICAL,intra_abdominal,Early Vasopressor + Fluids,0.4225702599313593,0.2810998329156564,4.0,69.27357345464371,0.0,0,0
scn_000464,CRITICAL,intra_abdominal,Colloid-Based Resuscitation,0.3822901219754334,0.2198603636284022,4.0,66.91593586559473,0.0,0,0
scn_000464,CRITICAL,intra_abdominal,Aggressive Fluid-First,0.37180121884757084,0.2218603636284022,4.5,67.45666711368636,0.0,1,0
scn_000464,CRITICAL,intra_abdominal,Conservative Fluid + Early Antibiotics,0.37070307004291725,0.22633930220291038,4.5,64.93299248078065,0.0,0,0
scn_000349,MODERATE,skin_soft_tissue,Aggressive Fluid-First,0.8699989860103143,0.9847018278441635,3.5,77.78525953587751,0.0,1,1
scn_000349,MODERATE,skin_soft_tissue,Conservative Fluid + Early Antibiotics,0.8690312481238375,0.9871457791476844,3.5,76.16252042348458,0.0,0,0
scn_000349,MODERATE,skin_soft_tissue,Staged Reassessment,0.8648625355551035,0.9785470918672098,3.5,76.8228536231851,0.0,0,0
scn_000018,LOW,urinary_tract,Colloid-Based Resuscitation,0.8959455054913468,0.9899999999999999,3.0,84.63033699423126,0.0,0,1
scn_000018,LOW,urinary_tract,Aggressive Fluid-First,0.8840629358880328,0.9899999999999999,3.5,85.0419572586886,0.0,1,0
scn_000018,LOW,urinary_tract,Staged Reassessment,0.8826789078855957,0.9899999999999999,3.5,84.11927192373054,0.0,0,0
scn_000018,LOW,urinary_tract,Conservative Fluid + Early Antibiotics,0.881668748939306,0.9899999999999999,3.5,83.44583262620412,0.0,0,0
scn_000118,MODERATE,urinary_tract,Colloid-Based Resuscitation,0.8014039973896745,0.8373208939683388,3.0,82.67430733911418,0.0,0,1
scn_000118,MODERATE,urinary_tract,Conservative Fluid + Early Antibiotics,0.7908471383805741,0.8436625639125733,3.5,81.43306668868672,0.0,0,0
scn_000118,MODERATE,urinary_tract,Aggressive Fluid-First,0.7895191031551477,0.8373208939683388,3.5,83.08437784942971,0.0,1,0
scn_000118,MODERATE,urinary_tract,Staged Reassessment,0.7823606353170682,0.8278083890519871,3.5,82.11706792391742,0.0,0,0
scn_000363,MODERATE,intra_abdominal,Conservative Fluid + Early Antibiotics,0.6611206257012594,0.6431879651096283,3.5,75.13856442365496,0.0,0,1
scn_000363,MODERATE,intra_abdominal,Aggressive Fluid-First,0.6593259794752587,0.6368706335655447,3.5,76.46906622395461,0.0,1,0
scn_000363,MODERATE,intra_abdominal,Staged Reassessment,0.6525517887035202,0.6273946362494195,3.5,75.7433379692457,0.0,0,0
scn_000148,HIGH,intra_abdominal,Dual Vasopressor Strategy,0.6372814615547027,0.580772086722173,3.0,75.87880634759928,0.0,0,1
scn_000148,HIGH,intra_abdominal,Aggressive Fluid-First,0.617909917804768,0.5775938739136947,3.55,73.4023956377009,0.0,1,0
scn_000148,HIGH,intra_abdominal,Conservative Fluid + Early Antibiotics,0.6000275590222168,0.583950299530651,4.34,72.10491953588414,0.0,0,0
scn_000008,LOW,skin_soft_tissue,Aggressive Fluid-First,0.8848806623256135,0.9899999999999999,3.5,85.58710821707578,0.0,1,1
scn_000008,LOW,skin_soft_tissue,Staged Reassessment,0.8836167078131631,0.9899999999999999,3.5,84.74447187544224,0.0,0,0
scn_000008,LOW,skin_soft_tissue,Conservative Fluid + Early Antibiotics,0.882689264547696,0.9899999999999999,3.5,84.12617636513082,0.0,0,0
scn_000114,MODERATE,urinary_tract,Aggressive Fluid-First,0.8698269881155822,0.9775701972846045,3.5,80.52324649654645,0.0,1,1
scn_000114,MODERATE,urinary_tract,Staged Reassessment,0.8431155464567684,0.9355831266882685,3.5,79.51044696253827,0.0,0,0
scn_000114,MODERATE,urinary_tract,Conservative Fluid + Early Antibiotics,0.8299933725439392,0.9153756623058235,3.5,78.84531677363012,0.0,0,0
scn_000167,HIGH,urinary_tract,Dual Vasopressor Strategy,0.6019416208440104,0.5091612403721075,3.0,80.96325108049724,0.0,0,1
scn_000167,HIGH,urinary_tract,Colloid-Based Resuscitation,0.5957695166114091,0.5060254182570522,3.0,78.10284377145183,0.0,0,0
scn_000167,HIGH,urinary_tract,Conservative Fluid + Early Antibiotics,0.5855690250144963,0.5122970624871631,3.5,77.12719168146565,0.0,0,0
scn_000167,HIGH,urinary_tract,Aggressive Fluid-First,0.5837328615033861,0.5060254182570522,3.5,78.41174036610319,0.0,1,0
scn_000144,HIGH,urinary_tract,Dual Vasopressor Strategy,0.6432652057842266,0.5909018778263746,3.0,75.81605272560125,0.0,0,1
scn_000144,HIGH,urinary_tract,Aggressive Fluid-First,0.6222745982628091,0.5877202494625228,3.61,73.26163239019694,0.0,1,0
scn_000144,HIGH,urinary_tract,Conservative Fluid + Early Antibiotics,0.6039053453547996,0.5940835061902267,4.42,71.97016109377572,0.0,0,0
scn_000235,CRITICAL,bloodstream,Dual Vasopressor Strategy,0.4458620651918708,0.2946085472396026,3.57,72.23129123207285,0.0,0,1
scn_000235,CRITICAL,bloodstream,Early Vasopressor + Fluids,0.40560651587340635,0.24988064805613192,4.0,70.4520846931515,0.0,0,0
scn_000235,CRITICAL,bloodstream,Aggressive Fluid-First,0.33576335143963854,0.15775990878574847,4.5,69.07160411212631,0.0,1,0
scn_000235,CRITICAL,bloodstream,Colloid-Based Resuscitation,0.33382203435066093,0.1348345530335761,4.0,68.6142016870102,0.0,0,0
scn_000235,CRITICAL,bloodstream,Conservative Fluid + Early Antibiotics,0.30176744675640466,0.10716540397652236,4.5,66.64546958032749,0.0,0,0
